brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,
Micromax,Canvas Amaze Q395,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  October,Available. Released 2015  November,-,,,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,microSD  up to 32 GB,8 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-amaze-q395.jpg,
Micromax,Canvas Play 4G Q469,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 , LTE 800 / 1800 / 2600 TD-LTE 2300,HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  October,Available. Released 2015  November,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches,720 x 1280 pixels (~267 ppi pixel density),Android 5.0.2 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2820 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-play-4g-q469.jpg,
Micromax,Bolt Q332,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 42.2/11.5 Mbps,Yes,Yes,2015  October,Available. Released 2015  November,141.2 x 73.1 x 9.8 mm (5.56 x 2.88 x 0.39 in),140.9,4.97,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,2 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Yes,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-q332.jpg,
Micromax,Canvas Juice 3+ Q394,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  October,Available. Released 2015  November,-,,,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches,720 x 1280 pixels (~267 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,3,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 4000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-juice-3-plus-q394.jpg,
Micromax,Bolt Q339,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  October,Available. Released 2015  October,-,,,Dual SIM,IPS LCD capacitive touchscreen,4.5 inches,480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,Spreadtrum SC7731,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1650 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-q339.jpg,
Micromax,Bolt Q338,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  September,Available. Released 2015  September,-,,,Dual SIM,IPS LCD capacitive touchscreen,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-q338.jpg,
Micromax,Bolt Q331,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  October,Available. Released 2015  October,,,,Dual SIM,IPS LCD capacitive touchscreen,5.0 inches,480 x 854 pixels (~196 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,Spreadtrum 7731G,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-q331.jpg,
Micromax,Bolt S302,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  October,Available. Released 2015  October,-,,,Dual SIM,Capacitive touchscreen,4.0 inches,480 x 800 pixels (~233 ppi pixel density),Android 4.4.3 (KitKat),1.0 GHz,Spreadtrum SC7715,,microSD  up to 32 GB,4 GB,512 MB RAM,2 MP| LED flash,1.3 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1,A-GPS only,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1450 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-s302.jpg,
Micromax,Canvas Fire 4G Q411,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 40(2300),HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  September,Available. Released 2015  September,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches,480 x 854 pixels (~218 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.0 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes dual speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1850 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-4g-q411.jpg,
Micromax,Canvas Blaze 4G Q400,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 7(2600)| 40(2300),HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  October,Available. Released 2015  October,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches,480 x 854 pixels (~218 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes dual speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-blaze-4g-q400.jpg,
Micromax,Canvas Juice 3 Q392,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  September,Available. Released 2015  September,-,,,Dual SIM,IPS LCD capacitive touchscreen,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,microSD  up to 32 GB,8 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 4000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-juice-3-q392.jpg,
Micromax,Canvas Spark 2 Q334,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  September,Available. Released 2015  September,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches,480 x 854 pixels (~196 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580M,Mali-400MP2,microSD  up to 32 GB,4 GB,768 MB RAM,5 MP| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1800 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-2-q334.jpg,
Micromax,Canvas Nitro 4G E455,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 , LTE 1800 / 2100 / 2300,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  August,Available. Released 2015  September,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 5.0.2 (Lollipop),Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8929 Snapdragon 415,Adreno 405,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| dual-LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2500 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-nitro-4g-e455.jpg,
Micromax,Canvas Selfie 3 Q348,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  August,Available. Released 2015  August,-,,,Dual SIM,AMOLED capacitive touchscreen  16M colors,4.8 inches,720 x 1280 pixels (~306 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,8 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.1| A2DP| LE,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2300 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie-3-q348.jpg,
Micromax,Canvas Selfie 2 Q340,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  August,Available. Released 2015  August,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches,480 x 854 pixels (~196 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| autofocus| LED flash,5 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie2-q340.jpg,
Micromax,Canvas Xpress 2 E313,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  July,Available. Released 2015  August,-,,,Dual SIM,Capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.4 GHz Cortex-A7,Mediatek MT6592M,Mali-450MP4,microSD  up to 32 GB,8 GB,1 GB RAM,13 MP| autofocus| dual-LED flash,2 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-xpress2-e313.jpg,
Micromax,Bolt D303,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  July,Available. Released 2015  July,-,,,Dual SIM,Capacitive touchscreen  16M colors,4.0 inches,480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572M,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,3.15 MP| LED flash,VGA,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1300 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-d303.jpg,
Micromax,Bolt S301,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  July,Available. Released 2015  August,-,,,Dual SIM,Capacitive touchscreen,3.5 inches,480 x 854 pixels (~280 ppi pixel density),Android 4.4.2 (KitKat)| planned upgrade to 5.0 (Lollipop),1.0 GHz,,,microSD  up to 16 GB,4 GB,512 MB RAM,1.3 MP,VGA,Yes,Yes,Yes,2.1,A-GPS only,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1200 mAh battery,Black| White,40,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-s301.jpg,
Micromax,Canvas Selfie Lens Q345,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  June,Available. Released 2015  June,-,,,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2800 mAh battery,Champagne| Moondust Gray,120,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie-lens-plus-q345.jpg,
Micromax,Canvas Sliver 5 Q450,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 , LTE 800 / 1800 / 2600 TD-LTE 2300,HSPA 21.1/5.76 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  June,Available. Released 2015  July,5.1 mm thickness,97,3.42,Nano-SIM,AMOLED capacitive touchscreen  16M colors,4.8 inches,720 x 1280 pixels (~306 ppi pixel density),Android 5.0.2 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,No,16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Po 2000 mAh battery,White,250,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-sliver-5--1.jpg,
Micromax,Canvas Tab P690,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  June,Available. Released 2015  June,,,,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,8.0 inches,800 x 1280 pixels (~189 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 5.0.2 (Lollipop),Quad-core 1.83 GHz,Intel Atom,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 4000 mAh battery,Gray,130,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-tab-p690.jpg,
Micromax,Canvas Knight 2 E471,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 , LTE 1800 / 2100 / 2300,HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2015  June,Available. Released 2015  June,6.3 mm thickness,,,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 5.0 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 32 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| autofocus| dual-LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2260 mAh battery,White| Gold,230,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-knight-2.jpg,
Micromax,Canvas A1 AQ4502,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 ,,HSPA,Yes,Yes,2015  June,Available. Released 2015  June,-,,,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~27.9% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1700 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-a1.jpg,
Micromax,Q391 Canvas Doodle 4,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  May,Available. Released 2015  May,165.5 x 85.3 x 8.5 mm (6.52 x 3.36 x 0.33 in),,,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,6.0 inches (~70.3% screen-to-body ratio),540 x 960 pixels (~184 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 3000 mAh battery,Black| White,140,http://cdn2.gsmarena.com/vv/bigpic/micromax-q391-canvas-doodle-4.jpg,
Micromax,Canvas Nitro 2 E311,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  May,Available. Released 2015  May,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.4 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2400 mAh battery,Black| White,150,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-nitro2-e311.jpg,
Micromax,Q372 Unite 3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  May,Available. Released 2015  May,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.7 inches,480 x 800 pixels (~199 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,110,http://cdn2.gsmarena.com/vv/bigpic/micromax-unite-3-q372.jpg,
Micromax,Canvas Play Q355,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  April,Available. Released 2015  May,-,,,Dual SIM (Mini-SIM/ Micro-SIM| dual stand-by),Capacitive touchscreen  16M colors,5.5 inches,480 x 854 pixels (~178 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2820 mAh battery,Dark blue| White,110,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-play-q355.jpg,
Micromax,Canvas Spark Q380,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  April,Available. Released 2015  April,8.5 mm thickness,134,4.73,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.7 inches,540 x 960 pixels (~234 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes,Yes,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2000 mAh battery,White/Gold| Grey/Silver,70,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-spark-Q380.jpg,
Micromax,Bolt S300,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  March,Available. Released 2015  March,-,,,Dual SIM,Capacitive touchscreen  256K colors,4.0 inches,480 x 800 pixels (~233 ppi pixel density),Android 4.4.3 (KitKat),1.0 GHz,Spreadtrum 7715,,microSD  up to 32 GB,4 GB,512 MB RAM,VGA| LED flash,VGA,Yes,Yes,Yes,2.1,A-GPS only,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1200 mAh battery,Black,60,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-s300.jpg,
Micromax,Bolt D320,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  March,Available. Released 2015  April,-,,,Dual SIM,Capacitive touchscreen  16M colors,4.5 inches,480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.2 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,3.15 MP| LED flash,VGA,Yes,Yes,Yes,4.0| A2DP,A-GPS only,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1600 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-d320.jpg,
Micromax,Bolt D321,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  February,Available. Released 2015  February,-,,,Dual SIM,Capacitive touchscreen  16M colors,5.0 inches,480 x 854 pixels (~196 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,2 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1800 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-d321.jpg,
Micromax,Canvas Juice 2 AQ5001,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  March,Available. Released 2015  March,-,,,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,2 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 3000 mAh battery,Gray,130,http://cdn2.gsmarena.com/vv/bigpic/micromax-aq5001.jpg,
Micromax,Bolt Q324,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  March,Available. Released 2015  March,-,,,Dual SIM,TFT capacitive touchscreen  256K colors,4.0 inches,480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,Spreadtrum 7731,,microSD  up to 32 GB,4 GB,512 MB RAM,2 MP| LED flash,VGA,Yes,Yes,Yes,2.1,A-GPS only,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1450 mAh battery,Black| Blue| White,60,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-q324.jpg,
