brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,
Micromax,Bolt A82,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  February,Available. Released 2015  February,-,,,Dual SIM,TFT capacitive touchscreen  16M colors,5.0 inches,480 x 854 pixels (~196 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes,2.0| EDR,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1800 mAh battery,Black| Blue| White,80,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-a82.jpg,
Micromax,Canvas Pep Q371,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  February,Available. Released 2015  February,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.5 inches,480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1700 mAh battery,Pristine White| Mystic Blue,90,http://cdn2.gsmarena.com/vv/bigpic/micromax-q371.jpg,
Micromax,Bolt A067,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2014  December,Available. Released 2014  December,-,,,Dual SIM,TFT capacitive touchscreen  16M colors,4.0 inches,480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6571,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,2 MP| LED flash,VGA,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1300 mAh battery,Mint Green| Pure White| Electric Red| Mystic Grey,60,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-a067.jpg,
Micromax,Canvas 4 Plus A315,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2014  September,Available. Released 2014  September,7 mm thickness,,,Dual SIM,AMOLED capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,16 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2000 mAh battery,White/Gold| Black,,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-4-plus.jpg,
Micromax,A109 Canvas XL2,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2014  August,Available. Released 2014  August,,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches,540 x 960 (~200 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589M,PowerVR SGX544,microSD  up to 32 GB,4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Yes,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery,White,,http://cdn2.gsmarena.com/vv/bigpic/micromax-a109.jpg,
Micromax,Canvas Fire 4 A107,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  March,Available. Released 2015  March,-,,,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches,480 x 854 pixels (~218 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes dual speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2000 mAh battery,Black| Silver,100,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-a107.jpg,
Micromax,Canvas Tab P666,GSM / HSPA,GSM 900 / 1800 ,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  January,Available. Released 2015  January,213.9 x 124.7 x 7.9 mm (8.42 x 4.91 x 0.31 in),310.5,10.97,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,8.0 inches (~69.6% screen-to-body ratio),800 x 1280 pixels (~189 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.2 GHz,Intel Atom,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,No,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 4400 mAh battery,Magnetic Black| Puritan White,150,http://cdn2.gsmarena.com/vv/bigpic/micromax-666.jpg,
Micromax,Canvas Tab P470,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2015  January,Available. Released 2015  January,192 x 113 x 10.4 mm (7.56 x 4.45 x 0.41 in),306,10.79,Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen  256K colors,7.0 inches (~63.6% screen-to-body ratio),600 x 1024 pixels (~170 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT8312,Mali-400,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,2.1,Yes,,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity,Non-removable Li-Ion 3200 mAh battery,Classy Silver| Mystic Grey,90,http://cdn2.gsmarena.com/vv/bigpic/micromax-p470.jpg,
Micromax,Canvas Selfie A255,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  December,Available. Released 2015  February,-,,,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.7 inches,720 x 1280 pixels (~312 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,16 GB,2 GB RAM,13 MP| autofocus| dual-LED flash,13 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Non-removable Li-Ion 2300 mAh battery, Angelic White| Mystic Blue,240,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-selfie.jpg,
Micromax,Bolt A066,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2014  May,Available. Released 2014  May,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,3.5 inches,320 x 480 pixels (~165 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6571,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,2 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,4.0| A2DP,No,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1300 mAh battery,Tranquil Green| Pristine White| Raging Red| Smokey Grey,,http://cdn2.gsmarena.com/vv/bigpic/micromax-a066.jpg,
Micromax,Canvas Hue,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  January,Available. Released 2015  January,-,,,Dual SIM (dual stand-by),AMOLED capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~293 ppi pixel density),Android 4.4.2 (KitKat)| planned upgrade to 5.0.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 3000 mAh battery,White,150,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-hue.jpg,
Micromax,A104 Canvas Fire 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Class 12,Class 12,2014  Q4,Available. Released 2014  Q4,-,,,Dual SIM (dual stand-by),Capacitive touchscreen  16M colors,4.5 inches (~60.9% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz,,,microSD  up to 32 GB,4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes dual speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1900 mAh battery,Black/Gold,80,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-fire-2-a104.jpg,
Micromax,A99 Canvas Xpress,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  Q4,Available. Released 2014  Q4,132.4 x 64.5 x 8.7 mm (5.21 x 2.54 x 0.34 in),143,5.04,Dual SIM (Mini-SIM/ Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~65.3% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582V/X,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1950 mAh battery,Black,110,http://cdn2.gsmarena.com/vv/bigpic/micromax-a99.jpg,
Micromax,A290 Canvas Knight Cameo,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  September,Available. Released 2014  September,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.7 inches (~40.6% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.4 GHz Cortex-A7,Mediatek MT6592M,Mali-450MP4,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP| 720p,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2000 mAh battery,Pure Black| Black/Gold| White/Gold,150,http://cdn2.gsmarena.com/vv/bigpic/micromax-a290.jpg,
Micromax,Canvas A1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 2100 ,,HSPA,Class 12,Class 12,2014  September,Available. Released 2014  September,-,,,Dual SIM (Micro-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~27.9% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4.4 (KitKat)| upgradable to 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,4 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1700 mAh battery,Black| White,80,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-a1.jpg,
Micromax,A310 Canvas Nitro,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2014  September,Available. Released 2014  September,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches,720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB,8 GB,2 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery,Pristine White| Mystic Blue,170,http://cdn2.gsmarena.com/vv/bigpic/micromax-a310.jpg,
Micromax,A092 Unite,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,Class 12,2014  Q3,Available. Released 2014  Q3,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.0 inches (~22.8% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.3 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8212 Snapdragon 200,Adreno 302,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Black| White| Gray| Red| Yellow,70,http://cdn2.gsmarena.com/vv/bigpic/micromax-unite-a092.jpg,
Micromax,A65 Bolt,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,Yes,2014  September,Available. Released 2014  September,-,,,Dual SIM,Capacitive touchscreen,4.0 inches (~34.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6571,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,2 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,White,70,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-a65.jpg,
Micromax,A108 Canvas L,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,Class 12,2014  July,Available. Released 2014  August,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~62.8% screen-to-body ratio),540 x 960 pixels (~200 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2350 mAh battery,Blue| White,140,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-l-a108.jpg,
Micromax,A190 Canvas HD Plus,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/11.5 Mbps,Yes,Yes,2014  July,Available. Released 2014  July,-,,,Dual SIM,IPS LCD capacitive touchscreen  256K colors,5.0 inches (~64.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Hexa-core 1.5 GHz Cortex-A7,Mediatek MT6591,Mali-450MP4,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black| White,170,http://cdn2.gsmarena.com/vv/bigpic/micromax-a190-canvas-hd-plus.jpg,
Micromax,A093 Canvas Fire,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA,Class 12,Class 12,2014  July,Available. Released 2014  July,-,,,Dual SIM (Mini-SIM/ Micro-SIM),Capacitive touchscreen  16M colors,4.0 inches (~34.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes dual mono speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1750 mAh battery,Black/Gold| White/Gold| Black/Silver| White/Silver,90,http://cdn2.gsmarena.com/vv/bigpic/Micromax-Canvas-Fire-A093.jpg,
Micromax,A300 Canvas Gold,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,Class 12,2014  June,Available. Released 2014  June,6.9 mm thickness,,,Dual SIM,LTPS IPS LCD capacitive touchscreen  16M colors,5.5 inches (~62.8% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 2.0 GHz Cortex-A7,Mediatek MT6592T,Mali-450MP4,No,32 GB,2 GB RAM,16 MP| autofocus| LED flash,5 MP| autofocus,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| gyro| proximity,Non-removable Li-Po 2300 mAh battery,Black/Gold| White/Gold,300,http://cdn2.gsmarena.com/vv/bigpic/micromax-a300.jpg,
Micromax,Canvas Win W121,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  June,Available. Released 2014  August,-,,,Dual SIM (Dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~79.8% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Microsoft Windows Phone 8.1,Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8212 Snapdragon 200,Adreno 302,microSD  up to 32 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,120,http://cdn2.gsmarena.com/vv/bigpic/MicroMax-Canvas-Win-W121.jpg,
Micromax,Canvas Win W092,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  June,Available. Released 2014  August,-,,,Dual SIM (Dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.0 inches (~52.7% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Microsoft Windows Phone 8.1,Quad-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 200,Adreno 302,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,To be confirmed,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1500 mAh battery,Black,80,http://cdn2.gsmarena.com/vv/bigpic/MicroMax-Canvas-Win-W091.jpg,
Micromax,A089 Bolt,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  May,Available. Released 2014  May,-,,,Dual SIM,Capacitive touchscreen  16M colors,4.0 inches (~34.3% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB,4 GB,512 MB RAM,2 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2100 mAh battery,Black| White,60,http://cdn2.gsmarena.com/vv/bigpic/micromax-a089.jpg,
Micromax,A106 Unite 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  May,Available. Released 2014  May,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.7 inches (~47.3% screen-to-body ratio),480 x 800 pixels (~199 ppi pixel density),Android 4.4.2 (KitKat)| upgradable to 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,4/8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Pristine White| Balmy Green| Mystic Grey| Raging Red,90,http://cdn2.gsmarena.com/vv/bigpic/micromax-a106-unite-2.jpg,
Micromax,A105 Canvas Entice,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  June,Available. Released 2014  June,-,,,Dual SIM,Capacitive touchscreen  16M colors,5.0 inches (~53.6% screen-to-body ratio),480 x 800 pixels (~187 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Broadcom BCM23550,Broadcom VideoCore IV,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1900 mAh battery,Black,90,http://cdn2.gsmarena.com/vv/bigpic/micromax-a105.jpg,
Micromax,X352,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2014  May,Available. Released 2014  May,125 x 56 x 16 mm (4.92 x 2.20 x 0.63 in),,,Dual SIM,TFT  65K colors,2.8 inches (~34.7% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),,,,,microSD  up to 8 GB,,,VGA,No,Yes,TBD,No,2,No,,FM radio,Yes,,Removable Li-Ion 3000 mAh battery,Silver,20,http://cdn2.gsmarena.com/vv/bigpic/micromax-x352.jpg,
Micromax,A121 Canvas Elanza 2,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  May,Available. Released 2014  May,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~34.5% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.3 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8212 Snapdragon 200,Adreno 302,microSD  up to 32 GB,4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black,120,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-elanza-2-a121.jpg,
Micromax,A120 Canvas 2 Colors,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  May,Available. Released 2014  May,-,,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~34.5% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black| Blue| Green| Red| Yellow,110,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-2-colors-a120.jpg,
Micromax,A102 Canvas Doodle 3,GSM / HSPA,GSM 900 / 1800 - SIM 1 & SIM 2,HSDPA 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  April,Available. Released 2014  April,-,,,Dual SIM,Capacitive touchscreen  16M colors,6.0 inches (~74.7% screen-to-body ratio),480 x 854 pixels (~163 ppi pixel density),Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB,8 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2500 mAh battery,Blazing Blue| Pristine White,100,http://cdn2.gsmarena.com/vv/bigpic/micromax-canvas-doodle-3-a102.jpg,
Micromax,A47 Bolt,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,Yes,2014,Available. Released 2014,125.3 x 65.5 x 12.3 mm (4.93 x 2.58 x 0.48 in),,,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.0 inches (~55.5% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB,512 MB,256 MB RAM,2 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,No,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1600 mAh battery,Black| White,50,http://cdn2.gsmarena.com/vv/bigpic/micromax-bolt-a47.jpg,
Micromax,X281,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2013,Available. Released 2013,124.8 x 53 x 15.9 mm (4.91 x 2.09 x 0.63 in),260,9.17,Dual SIM,TFT,2.4 inches (~27.0% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,Yes,No,Yes,No,,FM radio,Yes,,Removable Li-Ion 2800 mAh battery,Gray,20,http://cdn2.gsmarena.com/vv/bigpic/micromax-x281.jpg,
